,Installation Code,District,Municipality,Geographic Coordinates,Installed Power [kVA],Usage Level [%],Construction Type,Contracted Power [kVA],Number of Clients,Power Generation [kW],Number of Client Producers,Usage Histogram,DistrictCode,DistrictMunicipalityCode
67815,1316D2026500,Porto,Vila do Conde,"41.30199665222407, -8.733837091430727",250,20%-39%,Cabine baixa em edifício próprio,848.08,119,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;3292.0;3910.0;1097.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
67818,1317D2106500,Porto,Vila Nova de Gaia,"41.10052795036114, -8.639334483439274",400,0%-19%,Cabine baixa integrada em edifício,852.73,120,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6436.5;1875.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
67819,1317D2014500,Porto,Vila Nova de Gaia,"41.115076589532244, -8.577994532690493",630,0%-19%,Cabine alta,1125.47,161,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4980.25;3334.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
67820,1317D2134100,Porto,Vila Nova de Gaia,"41.091178295101365, -8.604987980283626",630,20%-39%,Cabine pré-fabricada,598.20,27,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4181.5;3546.0;585.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
67821,1317D2092000,Porto,Vila Nova de Gaia,"41.05803353689929, -8.643156661907906",250,0%-19%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;8272.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
67822,1317D2022800,Porto,Vila Nova de Gaia,"41.11829616546647, -8.589505618146413",630,0%-19%,Cabine alta,487.18,78,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7114.75;404.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
67823,1317D2036900,Porto,Vila Nova de Gaia,"41.05357700512571, -8.575964743692838",400,40%-59%,Cabine alta,1326.44,185,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;2397.75;3427.0;1550.25;448.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
67839,1306D2053000,Porto,Maia,"41.20818582265468, -8.600364467528665",400,20%-39%,Cabine baixa em edifício próprio,592.58,41,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6303.75;1003.0;935.25;65.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
67849,1313D2030900,Porto,Póvoa de Varzim,"41.44759600372522, -8.736581093293891",100,20%-39%,Aéreo - AI,295.55,46,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.5;4739.25;2815.5;625.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
67850,1313D2003500,Porto,Póvoa de Varzim,"41.386670986702, -8.76985272683224",250,60%-79%,Cabine baixa integrada em edifício,1910.51,299,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;348.75;1900.0;1742.75;2779.5;1542.0;0.0;0.0;0.0;0.0;0.0),13,1313
67858,0113D2015300,Aveiro,Oliveira de Azeméis,"40.896542803646895, -8.452949817691948",200,20%-39%,Cabine alta,378.85,49,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2825.5;4774.5;710.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
67878,1315D2032800,Porto,Valongo,"41.19274187392761, -8.5143628620072",400,0%-19%,Cabine pré-fabricada,550.99,92,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6423.75;1885.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
67889,1314D2013500,Porto,Santo Tirso,"41.344850526327185, -8.479321862905117",250,40%-59%,Cabine baixa integrada em edifício,1213.93,189,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1344.5;2796.5;2723.0;1273.25;174.75;0.0;0.0;0.0;0.0;0.0;0.0),13,1314
67908,1317D2017400,Porto,Vila Nova de Gaia,"41.12376748623313, -8.65576915018169",630,20%-39%,Cabine alta,1302.73,187,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2619.75;5371.75;320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
67909,1317D2137000,Porto,Vila Nova de Gaia,"41.14262797945981, -8.647743765153082",630,20%-39%,Cabine baixa integrada em edifício,817.17,138,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3639.25;4642.75;26.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
67914,0113D2033400,Aveiro,Oliveira de Azeméis,"40.91528388051331, -8.428182360838104",250,0%-19%,Aéreo - AI,188.29,35,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8314.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
67915,0113D2017500,Aveiro,Oliveira de Azeméis,"40.893991999524246, -8.447765132907202",400,0%-19%,Cabine baixa em edifício próprio,966.96,130,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3979.25;4339.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
67950,0104D2002400,Aveiro,Arouca,"40.909716998747086, -8.187430779879906",100,20%-39%,Aéreo - AS,322.05,70,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;278.25;5628.5;2161.0;235.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
67951,0104D2019700,Aveiro,Arouca,"40.908050853120955, -8.386550904131347",100,20%-39%,Aéreo - AS,320.86,43,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102.75;4586.75;2878.5;740.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
67952,0104D2016100,Aveiro,Arouca,"40.93417551641533, -8.249274347500164",400,20%-39%,Cabine baixa em edifício próprio,1114.80,203,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1646.25;5228.25;1400.5;35.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
67966,1316D2021900,Porto,Vila do Conde,"41.26786907842743, -8.680595313819223",250,20%-39%,Cabine baixa em edifício próprio,553.15,72,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.5;4288.5;3137.5;823.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
67967,1316D2040400,Porto,Vila do Conde,"41.341686180590706, -8.614267330646996",50,+100%,Aéreo - AS,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7197.0;9.75;161.0;61.5;14.0;113.5;177.0;34.25;214.75;241.25;23.25;72.25),13,1316
67968,1316D2010100,Porto,Vila do Conde,"41.30364926280272, -8.732989674108357",400,20%-39%,Cabine baixa em edifício próprio,1741.64,212,47.28,25,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.25;3889.75;3363.0;948.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
67972,1318D2020500,Porto,Trofa,"41.25976932178634, -8.573421778357412",160,20%-39%,Cabine baixa em edifício próprio,266.80,38,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3143.5;4641.0;537.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1318
67998,1310D2035900,Porto,Paredes,"41.14433423652088, -8.4153178717257",250,0%-19%,Aéreo - AI,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;8439.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
68064,1306D2078400,Porto,Maia,"41.18492597671123, -8.584801425871502",400,0%-19%,Cabine pré-fabricada,384.10,52,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8317.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
68065,1306D2037000,Porto,Maia,"41.26193101846398, -8.616788131797568",400,0%-19%,Cabine baixa integrada em edifício,413.33,54,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5878.75;2433.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
68066,1306D2007000,Porto,Maia,"41.24923976889647, -8.600531768535939",630,0%-19%,Cabine alta,635.36,70,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8254.25;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
68067,1306D2049400,Porto,Maia,"41.233158921265044, -8.620895616998707",630,0%-19%,Cabine baixa integrada em edifício,1115.39,153,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2469.5;5845.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
68098,1312D2056400,Porto,Porto,"41.16158066606794, -8.628262866567495",630,0%-19%,Cabine subterrânea,889.45,89,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5363.0;2948.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
68099,1312D2061700,Porto,Porto,"41.16632395490408, -8.664840629479349",630,20%-39%,Cabine baixa em edifício próprio,973.02,96,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2550.0;5310.75;450.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
68100,1312D2121200,Porto,Porto,"41.175454449843514, -8.636473807767498",400,20%-39%,Cabine pré-fabricada,760.51,114,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2417.0;5319.0;575.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
68101,1312D2098000,Porto,Porto,"41.149162191289165, -8.605907078099584",1260,20%-39%,Cabine baixa integrada em edifício,2375.90,139,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3241.25;1869.25;3200.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
68102,1308D2070900,Porto,Matosinhos,"41.201758326351765, -8.636216098296522",250,0%-19%,Aéreo - AI,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8335.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
68103,1308D2017700,Porto,Matosinhos,"41.18116375316363, -8.685646186863183",630,20%-39%,Cabine baixa integrada em edifício,3023.83,371,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5;3305.25;4174.75;829.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
68108,0113D2015500,Aveiro,Oliveira de Azeméis,"40.874972153225734, -8.469755088720689",630,40%-59%,Cabine alta,1314.30,150,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1802.5;3590.5;1349.75;1337.25;231.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
68109,0113D2002000,Aveiro,Oliveira de Azeméis,"40.8466646285164, -8.474634537776529",630,0%-19%,Cabine baixa integrada em edifício,500.25,81,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8236.25;75.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
68131,1316D2018800,Porto,Vila do Conde,"41.29757976768339, -8.689316457589003",250,20%-39%,Cabine alta,814.30,98,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;494.0;4223.5;3084.25;511.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
68132,1316D2013100,Porto,Vila do Conde,"41.38615495192862, -8.674003707574785",250,40%-59%,Cabine alta,888.95,132,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;273.25;3078.75;3236.0;1576.25;137.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
68133,1316D2012200,Porto,Vila do Conde,"41.354451722344436, -8.734400372780309",630,20%-39%,Cabine baixa em edifício próprio,2191.48,356,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;4961.25;2842.0;508.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
68136,1304D2058100,Porto,Gondomar,"41.14573280215459, -8.552828249443174",250,0%-19%,Cabine baixa integrada em edifício,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6556.25;1783.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
68137,1304D2058800,Porto,Gondomar,"41.17676822177329, -8.552804670289088",1030,0%-19%,Cabine pré-fabricada,1448.66,213,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7618.25;695.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
68164,1313D2014800,Porto,Póvoa de Varzim,"41.38754346810202, -8.764273651948182",400,20%-39%,Cabine baixa integrada em edifício,1241.46,149,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;954.5;4938.0;2093.25;252.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
68178,1317D2088600,Porto,Vila Nova de Gaia,"41.02103358405782, -8.555931908247949",400,0%-19%,Cabine baixa em edifício próprio,646.17,89,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5112.75;3200.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68190,1318D2020100,Porto,Trofa,"41.2750994275818, -8.57400590982904",400,0%-19%,Cabine baixa integrada em edifício,187.81,36,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8315.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1318
68209,0109D2035800,Aveiro,Santa Maria da Feira,"40.9116035016372, -8.495774521255163",400,20%-39%,Cabine baixa em edifício próprio,1443.87,232,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1127.75;4365.25;2539.25;279.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
68217,0104D2007000,Aveiro,Arouca,"40.93504754465189, -8.172466216953547",100,20%-39%,Aéreo - AS,257.60,29,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6241.5;1942.5;127.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
68220,0119D2009200,Aveiro,Vale de Cambra,"40.77975152473616, -8.340510856191532",100,0%-19%,Aéreo - AS,103.64,21,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368.25;6419.75;1526.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,119
68223,0116D2009300,Aveiro,São João da Madeira,"40.89829651772023, -8.490824312082044",630,20%-39%,Cabine baixa em edifício próprio,1525.11,202,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.75;2278.5;3187.5;2832.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,116
68261,1316D2055600,Porto,Vila do Conde,"41.28452122708289, -8.725201342438263",400,0%-19%,Cabine pré-fabricada,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8383.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
68262,1316D2016100,Porto,Vila do Conde,"41.38073931819499, -8.705995911670238",160,40%-59%,Cabine alta,378.40,35,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;17.0;575.5;3477.5;2515.75;1462.5;263.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
68268,1317D2089100,Porto,Vila Nova de Gaia,"41.06584854412337, -8.596404453904361",400,20%-39%,Cabine baixa em edifício próprio,1278.84,199,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.25;3598.0;3681.25;955.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68269,1317D2072700,Porto,Vila Nova de Gaia,"41.06276180185352, -8.587679319771695",400,20%-39%,Cabine baixa integrada em edifício,821.76,110,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;309.75;5187.75;2443.0;373.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68270,1317D2137300,Porto,Vila Nova de Gaia,"41.136068868003086, -8.61842048971553",630,0%-19%,Cabine baixa integrada em edifício,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2921.75;5278.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68271,1317D2131800,Porto,Vila Nova de Gaia,"41.14244958587015, -8.63706690854703",1260,0%-19%,Cabine baixa integrada em edifício,527.36,23,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3951.25;4359.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68280,0104D2026200,Aveiro,Arouca,"40.95372800101909, -8.174209526846978",100,0%-19%,Aéreo - AI,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8439.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
68282,0109D2060300,Aveiro,Santa Maria da Feira,"40.87847474868973, -8.564183142335665",250,0%-19%,Aéreo - AI,468.47,63,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4643.25;3669.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
68283,0109D2031600,Aveiro,Santa Maria da Feira,"40.96194938991738, -8.511163764800099",250,20%-39%,Aéreo - AI,664.01,92,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1807.25;5420.0;1088.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
68301,1312D2020900,Porto,Porto,"41.16604713984764, -8.628779471132344",630,20%-39%,Cabine baixa em edifício próprio,945.41,134,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3070.5;5034.0;168.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
68302,1312D2030100,Porto,Porto,"41.142727488824576, -8.587437922947581",630,0%-19%,Cabine baixa em edifício próprio,661.54,69,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3887.0;4424.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
68314,1306D2018500,Porto,Maia,"41.223798333382746, -8.615508766852606",400,0%-19%,Cabine baixa integrada em edifício,226.55,31,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8340.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
68322,1308D2066400,Porto,Matosinhos,"41.19440369738142, -8.690022901655247",1030,0%-19%,Cabine baixa em edifício próprio,1210.82,181,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8311.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
68331,1313D2015500,Porto,Póvoa de Varzim,"41.37662109015595, -8.755495694545143",400,20%-39%,Cabine baixa em edifício próprio,1555.60,287,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1164.25;4093.25;2817.5;235.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
68334,0116D2013100,Aveiro,São João da Madeira,"40.89310374060752, -8.510034646788622",630,0%-19%,Cabine pré-fabricada,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8332.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,116
68335,0116D2013500,Aveiro,São João da Madeira,"40.896348928624015, -8.47602997396084",630,0%-19%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8382.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,116
68359,0107D2003000,Aveiro,Espinho,"40.986469695983516, -8.63025830060669",400,40%-59%,Cabine alta,1267.21,194,43.56,20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.5;3178.75;3465.25;1450.0;161.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,107
68434,1310D2017300,Porto,Paredes,"41.237825984824326, -8.371056361422793",250,20%-39%,Cabine alta,884.35,110,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3824.25;4106.0;381.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
68435,1310D2009300,Porto,Paredes,"41.15129583954471, -8.44354940613222",250,0%-19%,Cabine alta,604.90,77,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6960.25;1350.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
68455,1318D2022200,Porto,Trofa,"41.2688854926668, -8.575931818367375",250,0%-19%,Cabine pré-fabricada,253.00,54,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8199.25;124.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1318
68465,1317D2108700,Porto,Vila Nova de Gaia,"41.114912518156544, -8.65326718635662",400,20%-39%,Cabine pré-fabricada,763.77,114,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2582.25;5041.5;695.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68466,1317D2037100,Porto,Vila Nova de Gaia,"41.09404248400642, -8.59614247135613",630,40%-59%,Cabine alta,1888.05,231,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.75;3048.75;2951.75;1653.75;642.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68467,1317D2024000,Porto,Vila Nova de Gaia,"41.12442613251502, -8.612230193331536",630,40%-59%,Cabine baixa integrada em edifício,1303.81,161,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3125.5;2062.25;3029.5;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68468,1317D2057900,Porto,Vila Nova de Gaia,"41.09165522183228, -8.634237585244362",630,0%-19%,Cabine baixa em edifício próprio,712.53,110,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8214.0;98.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68469,1317D2062500,Porto,Vila Nova de Gaia,"41.10584980836779, -8.598620485486592",630,20%-39%,Cabine baixa em edifício próprio,1901.85,325,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1964.25;5094.0;1253.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68470,1317D2020600,Porto,Vila Nova de Gaia,"41.064554154852964, -8.503069618734143",630,20%-39%,Cabine alta,1360.33,191,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.25;4838.5;2912.25;521.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68471,1317D2000700,Porto,Vila Nova de Gaia,"41.14491029913776, -8.642509380822789",630,0%-19%,Cabine alta,257.99,29,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.75;8279.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68472,1317D2083000,Porto,Vila Nova de Gaia,"41.06321678580343, -8.581466155812203",400,0%-19%,Cabine baixa em edifício próprio,444.25,76,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8326.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
68473,0113D2014900,Aveiro,Oliveira de Azeméis,"40.85469634214335, -8.466158469708171",400,20%-39%,Cabine metálica (monobloco),1263.26,218,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2356.25;5384.0;572.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
68475,1308D2000900,Porto,Matosinhos,"41.22558859651192, -8.704228739275635",400,40%-59%,Cabine alta,855.01,121,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.25;2642.5;3856.0;1489.0;321.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
68476,1308D2034700,Porto,Matosinhos,"41.178026367600545, -8.661993853175009",400,20%-39%,Cabine baixa em edifício próprio,994.21,104,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;326.0;4871.0;2662.0;451.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
68488,1315D2008100,Porto,Valongo,"41.17756511391574, -8.498209495612143",250,0%-19%,Aéreo - AS,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3794.25;4536.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
