Installation Code;District;Municipality;Geographic Coordinates;Installed Power [kVA];Usage Level [%];Construction Type;Contracted Power [kVA];Number of Clients;Power Generation [kW];Number of Client Producers;Usage Histogram;DistrictCode;DistrictMunicipalityCode
1312D2089900;Porto;Porto;41.15017239551168, -8.62662222596816;1260;0%-19%;Cabine baixa em edifício próprio;1291.97;155;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8321.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2032400;Porto;Porto;41.15810156187374, -8.661943503077891;630;20%-39%;Cabine subterrânea;1493.86;118;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2155.25;5510.0;648.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2108000;Porto;Porto;41.15977642241486, -8.673258625936505;630;0%-19%;Cabine baixa em edifício próprio;702.18;64;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8613.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2050600;Porto;Porto;41.15754552152931, -8.601487424191543;630;0%-19%;Cabine baixa em edifício próprio;1252.36;200;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3436.75;4885.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2046100;Porto;Porto;41.14694775019804, -8.592814772531122;630;20%-39%;Cabine subterrânea;1343.07;199;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.5;4037.5;3685.0;578.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2049200;Porto;Porto;41.1722442473947, -8.649388412831085;630;0%-19%;Cabine baixa integrada em edifício;N/D;<20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.75;6257.5;2042.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2022200;Porto;Porto;41.16778418445464, -8.658423850498874;1260;20%-39%;Cabine subterrânea;1855.05;303;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3852.0;4214.75;244.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2120100;Porto;Porto;41.1564447689534, -8.645102354006044;1890;0%-19%;Cabine baixa em edifício próprio;1298.96;202;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8269.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2004900;Porto;Porto;41.173602790522075, -8.655389465643117;630;40%-59%;Cabine baixa em edifício próprio;2469.54;334;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1449.0;4212.75;2561.25;87.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2061100;Porto;Porto;41.15735438124746, -8.621055588429877;800;20%-39%;Cabine subterrânea;2134.81;267;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3151.5;4960.0;203.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2054400;Porto;Porto;41.16252909078973, -8.614496019181846;1260;20%-39%;Cabine subterrânea;1903.12;217;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;892.0;4285.75;3134.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2010100;Porto;Porto;41.15249725722919, -8.617277224302084;630;20%-39%;Cabine baixa em edifício próprio;2249.47;275;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2865.25;5128.25;318.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2126200;Porto;Porto;41.15283991746758, -8.665964830391154;630;0%-19%;Cabine baixa em edifício próprio;449.66;43;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8312.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2050800;Porto;Porto;41.1512305405082, -8.647668896419715;630;0%-19%;Cabine subterrânea;N/D;<20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8331.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2006400;Porto;Porto;41.16982842281609, -8.607783759739734;630;40%-59%;Cabine baixa em edifício próprio;2945.31;423;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1428.25;3126.0;1914.75;1227.0;571.25;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2039700;Porto;Porto;41.17508715492931, -8.654855632825337;630;20%-39%;Cabine baixa em edifício próprio;1213.89;130;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2912.75;3724.75;1673.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2048600;Porto;Porto;41.15884543533062, -8.591758108398873;630;20%-39%;Cabine subterrânea;1764.55;319;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1622.25;5278.25;1411.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2046200;Porto;Porto;41.167637642103806, -8.596547259306027;630;20%-39%;Cabine subterrânea;1326.92;158;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;635.75;5367.25;2311.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2017800;Porto;Porto;41.15726216328657, -8.611439156199076;630;0%-19%;Cabine baixa em edifício próprio;884.37;133;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4441.5;3874.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2029800;Porto;Porto;41.15341850126598, -8.596157088753978;630;20%-39%;Cabine subterrânea;1120.10;128;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2531.25;5154.75;625.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2055300;Porto;Porto;41.167026332044564, -8.59858588382925;630;N/D;Cabine subterrânea;2909.02;414;N/D;<20;;13;1312
1312D2126700;Porto;Porto;41.1580429504336, -8.643702330478279;630;0%-19%;Cabine pré-fabricada;407.10;20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7285.75;1042.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2102000;Porto;Porto;41.14613358676354, -8.603416542694987;400;40%-59%;Cabine baixa integrada em edifício;1348.90;183;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;2534.25;2145.25;1734.75;291.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2015700;Porto;Porto;41.151792112946, -8.563880296033563;800;20%-39%;Cabine baixa em edifício próprio;1098.04;202;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1056.5;4942.5;1558.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2066000;Porto;Porto;41.158642636524625, -8.575828685225986;630;0%-19%;Cabine baixa integrada em edifício;1541.00;267;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7302.5;1021.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2139100;Porto;Porto;41.164704946851295, -8.588076483413838;1260;0%-19%;Cabine baixa em edifício próprio;775.12;102;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8321.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2028100;Porto;Porto;41.149601339544205, -8.596560273539271;630;20%-39%;Cabine subterrânea;916.50;146;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2555.5;5550.5;201.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2064000;Porto;Porto;41.15588346697978, -8.62699652723433;1260;20%-39%;Cabine subterrânea;1727.73;242;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5639.0;2385.0;291.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2049500;Porto;Porto;41.17309716844268, -8.643373385512907;630;0%-19%;Cabine baixa integrada em edifício;N/D;<20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5651.25;2660.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2107900;Porto;Porto;41.152049984265894, -8.646326949501953;630;0%-19%;Cabine baixa integrada em edifício;1086.24;138;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5284.0;3030.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2049600;Porto;Porto;41.16224535642326, -8.632856925930563;630;20%-39%;Cabine subterrânea;1301.21;147;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;923.5;3484.5;3878.75;24.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2096700;Porto;Porto;41.17460154406794, -8.626154099343731;630;0%-19%;Cabine baixa em edifício próprio;678.00;98;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8310.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2084200;Porto;Porto;41.15548005136265, -8.574151548413194;630;0%-19%;Cabine baixa integrada em edifício;771.33;117;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8312.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2049000;Porto;Porto;41.14926703900063, -8.61430231982955;1260;N/D;Cabine subterrânea;499.11;35;N/D;<20;;13;1312
1312D2041400;Porto;Porto;41.15793554842077, -8.601070826126739;630;40%-59%;Cabine subterrânea;2351.46;362;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;164.25;3257.75;3538.5;1258.5;92.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2087000;Porto;Porto;41.17623643811645, -8.63039602436504;630;0%-19%;Cabine baixa em edifício próprio;655.68;91;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8262.5;49.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2007100;Porto;Porto;41.1474302145276, -8.609431457464988;630;40%-59%;Cabine subterrânea;1635.87;126;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1791.5;1983.0;1879.25;2260.0;246.5;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2122700;Porto;Porto;41.162254191929385, -8.64557074112868;3780;0%-19%;Cabine baixa em edifício próprio;N/D;<20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.25;8198.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2010900;Porto;Porto;41.18154819553267, -8.609519588967366;630;40%-59%;Cabine baixa em edifício próprio;1576.58;238;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;153.25;4005.0;2749.25;1294.0;8.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2115300;Porto;Porto;41.17033414278246, -8.635382263797538;630;0%-19%;Cabine pré-fabricada;793.45;110;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2274.5;6039.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2059500;Porto;Porto;41.1781045369591, -8.609515525889421;630;0%-19%;Cabine subterrânea;733.70;134;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5788.5;2525.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2051700;Porto;Porto;41.153464611320736, -8.629016179676563;630;0%-19%;Cabine subterrânea;467.27;59;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8324.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2010000;Porto;Porto;41.14552971589689, -8.623423700952618;630;20%-39%;Cabine baixa em edifício próprio;806.10;68;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;3104.75;4531.25;675.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2110800;Porto;Porto;41.16307884014678, -8.667164424805632;1260;0%-19%;Cabine baixa integrada em edifício;766.96;94;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8105.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2095200;Porto;Porto;41.15517685433371, -8.630118493981279;630;20%-39%;Cabine baixa integrada em edifício;N/D;<20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2001.25;1762.75;4412.75;140.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2025800;Porto;Porto;41.16064565396192, -8.683457468094204;630;20%-39%;Cabine baixa em edifício próprio;2281.62;235;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.75;3947.5;3404.75;829.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2002400;Porto;Porto;41.14324877349482, -8.608178614988455;1260;20%-39%;Cabine baixa integrada em edifício;3141.18;434;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;2851.0;4456.0;1004.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2059900;Porto;Porto;41.171023159653984, -8.608034850496372;630;20%-39%;Cabine subterrânea;1743.40;275;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.25;4046.0;2942.75;1125.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2122800;Porto;Porto;41.157791355252805, -8.649658941351984;630;0%-19%;Cabine baixa integrada em edifício;924.61;148;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6788.5;1487.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2007800;Porto;Porto;41.15281184863908, -8.623771730490164;630;0%-19%;Cabine baixa em edifício próprio;1437.11;192;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7487.25;829.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2100400;Porto;Porto;41.15741595750388, -8.571339930628964;400;0%-19%;Cabine baixa em edifício próprio;173.40;30;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6490.5;1820.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2080300;Porto;Porto;41.17138766386783, -8.661036473104309;400;40%-59%;Cabine baixa em edifício próprio;1210.67;220;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;473.75;2781.75;3260.5;1548.0;248.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2088600;Porto;Porto;41.14649048326727, -8.58837557103208;630;0%-19%;Cabine baixa integrada em edifício;882.52;136;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7981.0;338.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2071700;Porto;Porto;41.15965862421901, -8.604660105252693;400;20%-39%;Cabine baixa integrada em edifício;1353.56;182;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;488.75;3837.5;2945.0;1043.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2032300;Porto;Porto;41.145130198880935, -8.615866792617629;600;40%-59%;Cabine subterrânea;2114.55;322;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1288.25;1972.0;3786.25;418.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2090200;Porto;Porto;41.16899227518703, -8.65566537749337;400;0%-19%;Cabine baixa em edifício próprio;749.89;125;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8322.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2045100;Porto;Porto;41.15138078522469, -8.665204905034567;1260;0%-19%;Cabine subterrânea;2291.79;334;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5841.0;2470.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2024000;Porto;Porto;41.16669765015195, -8.59517143057101;630;0%-19%;Cabine subterrânea;1217.85;167;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6165.25;2148.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2064300;Porto;Porto;41.161730901985585, -8.629218270307653;400;20%-39%;Cabine baixa integrada em edifício;1346.02;181;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1291.25;5078.0;1944.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2012700;Porto;Porto;41.15203399875818, -8.60671430649878;630;0%-19%;Cabine baixa integrada em edifício;482.20;46;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5482.75;2828.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2019300;Porto;Porto;41.14144899623574, -8.612975565107998;1260;40%-59%;Cabine baixa em edifício próprio;3571.76;439;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;3.25;2407.75;1868.5;3622.0;408.5;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2086600;Porto;Porto;41.17842840043619, -8.617075545344276;630;0%-19%;Cabine baixa em edifício próprio;1031.63;149;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6926.25;1346.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2128600;Porto;Porto;41.163580210113054, -8.59176285350585;630;N/D;Cabine baixa integrada em edifício;531.31;32;N/D;<20;;13;1312
1312D2115600;Porto;Porto;41.16232465713655, -8.612253420457794;630;0%-19%;Cabine baixa integrada em edifício;1045.37;118;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7105.5;1207.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2074300;Porto;Porto;41.16336343754228, -8.603043440460551;400;0%-19%;Cabine baixa em edifício próprio;553.05;99;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5730.75;2581.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2125200;Porto;Porto;41.183694167690255, -8.599269744225984;630;20%-39%;Cabine baixa integrada em edifício;1329.82;183;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;452.0;4793.75;2979.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2005200;Porto;Porto;41.1455064187676, -8.590934302215448;630;0%-19%;Cabine baixa em edifício próprio;369.98;63;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7714.75;596.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2066900;Porto;Porto;41.16534962242882, -8.650936162723477;400;20%-39%;Cabine baixa em edifício próprio;1420.04;165;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1677.75;5064.25;1570.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2082000;Porto;Porto;41.170183201525504, -8.59301956901183;400;0%-19%;Cabine baixa em edifício próprio;460.00;60;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5819.0;2493.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2099400;Porto;Porto;41.17383928864288, -8.604473859298102;400;0%-19%;Cabine baixa em edifício próprio;265.66;40;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7165.25;1149.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2115900;Porto;Porto;41.15775565407411, -8.641556775984528;630;0%-19%;Cabine pré-fabricada;679.97;55;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7985.5;356.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2083100;Porto;Porto;41.17766854540421, -8.62004262441753;1260;0%-19%;Cabine baixa em edifício próprio;1043.05;141;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8316.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2089200;Porto;Porto;41.164169715947104, -8.671288067134373;1260;0%-19%;Cabine baixa em edifício próprio;1402.46;81;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8310.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2002500;Porto;Porto;41.15493769121255, -8.604801308045761;1260;0%-19%;Cabine subterrânea;1454.66;214;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4706.25;3603.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2014600;Porto;Porto;41.15256632371091, -8.621004980418524;400;60%-79%;Cabine baixa em edifício próprio;2692.17;431;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;362.75;1750.25;2028.75;2040.25;1376.5;754.25;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2102200;Porto;Porto;41.15524726866221, -8.648083136832085;630;0%-19%;Cabine subterrânea;983.26;131;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3670.25;4640.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2104000;Porto;Porto;41.16227584657466, -8.570219525092323;630;0%-19%;Cabine baixa em edifício próprio;658.48;130;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8030.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2038400;Porto;Porto;41.171189651690064, -8.582656562928713;630;20%-39%;Cabine baixa em edifício próprio;933.04;134;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1757.25;4870.25;1586.25;98.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2065500;Porto;Porto;41.16418137005721, -8.61263839598452;400;0%-19%;Cabine baixa integrada em edifício;773.95;132;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7084.0;1233.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2093500;Porto;Porto;41.175454529289674, -8.625286702965743;630;0%-19%;Cabine baixa em edifício próprio;882.05;171;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8319.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2083700;Porto;Porto;41.15926766563726, -8.638070782211818;400;0%-19%;Cabine baixa integrada em edifício;415.16;53;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7695.5;617.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2102400;Porto;Porto;41.15754563613305, -8.574263984776726;400;0%-19%;Cabine baixa integrada em edifício;312.47;49;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4323.5;3987.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2013400;Porto;Porto;41.17102662247696, -8.584878095625667;630;20%-39%;Cabine baixa em edifício próprio;1494.45;189;36.72;21;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;570.0;4834.5;2165.75;741.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2019400;Porto;Porto;41.14786589090914, -8.598117819284983;1260;20%-39%;Cabine baixa integrada em edifício;2886.72;377;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;294.25;5631.25;2385.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2107300;Porto;Porto;41.160639100782696, -8.640144009895101;630;0%-19%;Cabine baixa integrada em edifício;960.26;99;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8313.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
